transaction_id,customer_id,product_id,order_date,order_year,order_month,product_name,category,subcategory,brand,original_price_inr,discount_percent,final_amount_inr,delivery_charges,delivery_days,customer_city,customer_state,age_group,is_prime_member,payment_method,return_status,customer_rating,is_festival_sale,festival_name
8b1f1e4a-84b3-47f2-ac74-c3aead9bc81d,CUST3868,PROD1376,2023-10-27,2023,2023-10,Beauty Wellness Model 215,Beauty,Wellness,BrandG,852.96,1.61,839.23,0,5,Indore,Madhya Pradesh,35-44,False,Wallet,Returned,3.63,False,
d77e7c75-33c1-407f-ad54-78e3b9f6eb3d,CUST4218,PROD685,2016-02-18,2016,2016-02,Grocery Snacks Model 998,Grocery,Snacks,BrandG,3215.21,21.73,2516.54,0,0,Surat,Gujarat,25-34,False,UPI,No Return,2.97,False,
7d3c1516-872b-40a6-bb95-d1e7c01b7a81,CUST3841,PROD922,2022-08-20,2022,2022-08,Electronics Audio Model 807,Electronics,Audio,BrandD,555.34,0.98,549.9,0,7,Surat,Gujarat,45-54,False,UPI,No Return,5.0,False,
7252501a-8214-4221-a30c-83f56cda1018,CUST4452,PROD1106,2018-02-22,2018,2018-02,Grocery Staples Model 989,Grocery,Staples,BrandD,374.09,8.67,341.66,0,10,Nagpur,Maharashtra,35-44,True,NetBanking,No Return,5.0,False,
6a0c0aff-8254-484c-b565-08eec18fbb86,CUST1865,PROD1970,2019-12-15,2019,2019-12,Toys Educational Model 877,Toys,Educational,BrandI,2642.69,17.43,2182.07,50,5,Delhi,Delhi,25-34,True,UPI,No Return,4.08,False,
e9ffb606-5a88-42df-b39b-2e4a64464e83,CUST3147,PROD1900,2024-07-18,2024,2024-07,Home & Kitchen Furniture Model 297,Home & Kitchen,Furniture,BrandD,291.62,12.3,305.75,50,0,Ahmedabad,Gujarat,18-24,True,Card,No Return,4.06,False,
5afdf637-43eb-44f6-8c4f-9f0708ae999f,CUST3068,PROD912,2020-03-16,2020,2020-03,Beauty Skincare Model 797,Beauty,Skincare,BrandA,322.41,2.49,314.38,0,0,Surat,Gujarat,35-44,True,COD,No Return,4.33,False,
6d21384e-a25f-44ab-8c7a-61ddb35c2d62,CUST4431,PROD1931,2016-10-31,2016,2016-10,Fashion Men Clothing Model 391,Fashion,Men Clothing,BrandA,1934.2,10.11,1788.65,0,3,Hyderabad,Telangana,45-54,False,UPI,No Return,3.53,False,
dd7d4eca-b7ce-4dc1-be8a-78614da2ca47,CUST2102,PROD1434,2017-04-26,2017,2017-04,Fashion Men Clothing Model 985,Fashion,Men Clothing,BrandA,371.13,8.86,338.25,0,7,Chennai,Tamil Nadu,35-44,False,UPI,No Return,3.21,False,
c8f6d5f6-4d9b-4d0f-855c-e2862e52d2e0,CUST3919,PROD2080,2018-06-05,2018,2018-06,Books Academic Model 533,Books,Academic,BrandG,902.43,0.24,975.26,100,5,Nagpur,Maharashtra,25-34,False,NetBanking,No Return,4.34,False,
4b8b5d4f-27e5-482a-bf0c-ea7d31bd1e4d,CUST1030,PROD1147,2016-02-24,2016,2016-02,Sports Indoor Games Model 674,Sports,Indoor Games,BrandJ,255.17,6.19,239.37,100,5,Lucknow,Uttar Pradesh,35-44,False,UPI,No Return,3.38,False,
afe4b113-b194-411a-9368-6b3576103064,CUST2069,PROD1443,2018-02-08,2018,2018-02,Books Academic Model 292,Books,Academic,BrandC,3465.32,0.84,3486.21,0,0,Ahmedabad,Gujarat,45-54,False,COD,No Return,4.09,False,
1c442ee5-1b92-4d8e-bd64-612fc9e4ead2,CUST1573,PROD1577,2022-08-20,2022,2022-08,Electronics Cameras Model 402,Electronics,Cameras,BrandE,3749.12,9.42,3395.95,60,6,Vadodara,Gujarat,25-34,True,NetBanking,No Return,4.45,False,
4f878bfb-c7a5-4f2b-bd9f-d772b90c1ef5,CUST3921,PROD555,2023-02-23,2023,2023-02,Books Children Model 787,Books,Children,BrandF,1085.79,0.59,1079.38,0,1,Hyderabad,Telangana,45-54,False,UPI,No Return,3.62,False,
cf59d77e-ef91-459f-90e4-d72d345e9767,CUST3970,PROD1755,2017-11-25,2017,2017-11,Home & Kitchen Furniture Model 796,Home & Kitchen,Furniture,BrandF,535.69,14.25,459.35,100,5,Ahmedabad,Gujarat,25-34,False,UPI,No Return,3.7,False,
ef921576-d3a2-4636-a13d-454ca2bb618f,CUST3398,PROD702,2017-12-03,2017,2017-12,Home & Kitchen Kitchen Appliances Model 581,Home & Kitchen,Kitchen Appliances,BrandA,182.84,0.48,181.96,50,4,Indore,Madhya Pradesh,35-44,False,Card,No Return,3.41,False,
a0ee2e6b-ddef-4b22-96ca-16acc25a69cf,CUST2563,PROD1185,2022-08-20,2022,2022-08,Fashion Men Clothing Model 991,Fashion,Men Clothing,BrandC,3277.35,0.22,3270.14,0,0,Pune,Maharashtra,25-34,False,COD,Cancelled,4.25,False,
d7921a9d-8ab6-443d-87db-80a485dda251,CUST3931,PROD469,2024-09-02,2024,2024-09,Books Children Model 440,Books,Children,BrandC,3002.34,0.54,2986.13,0,6,Delhi,Delhi,18-24,True,COD,No Return,3.56,False,
6317e96e-d5d5-450f-8075-dda478f2ffa7,CUST4216,PROD1663,2020-06-28,2020,2020-06,Books Non-Fiction Model 729,Books,Non-Fiction,BrandG,1259.03,6.23,1280.59,60,5,Vadodara,Gujarat,25-34,False,UPI,No Return,3.63,False,
e3858dc1-3591-4ec2-a963-78bb75f5548c,CUST1057,PROD1926,2025-08-27,2025,2025-08,Fashion Women Clothing Model 118,Fashion,Women Clothing,BrandA,444.09,2.55,432.77,30,0,Ahmedabad,Gujarat,25-34,False,UPI,No Return,4.24,False,
206a9d86-465b-4c67-8efe-a3515d3a14a9,CUST1684,PROD233,2018-06-07,2018,2018-06,Toys Puzzles Model 397,Toys,Puzzles,BrandH,1379.18,12.3,1209.54,40,6,Thiruvananthapuram,Kerala,25-34,False,NetBanking,No Return,3.31,False,
4a901b71-dc02-45ca-92cc-aa319f3e0cf5,CUST2471,PROD1636,2020-06-30,2020,2020-06,Electronics Cameras Model 119,Electronics,Cameras,BrandD,3300.4,18.97,2674.31,0,0,Chennai,Tamil Nadu,25-34,True,Card,No Return,3.49,False,
ead9c4eb-4ac2-49df-99b5-09c0c1a2babf,CUST1153,PROD868,2023-11-19,2023,2023-11,Grocery Snacks Model 889,Grocery,Snacks,BrandI,1860.65,7.18,1802.06,40,10,Thiruvananthapuram,Kerala,55+,False,NetBanking,No Return,2.71,False,
2adfbb42-d61c-4089-8965-e6afd8f73426,CUST2819,PROD878,2019-09-04,2019,2019-09,Electronics Audio Model 585,Electronics,Audio,BrandC,3151.93,7.87,2953.87,0,5,Mumbai,Maharashtra,25-34,False,NetBanking,No Return,3.61,False,
fd5d60d9-d8de-453f-a883-cc573ce9cd3b,CUST2715,PROD1801,2016-07-15,2016,2016-07,Grocery Staples Model 389,Grocery,Staples,BrandB,156.3,8.21,193.47,30,1,Surat,Gujarat,25-34,True,UPI,No Return,4.82,False,
752d51c1-ca4b-48a7-9146-99689c1bb436,CUST2678,PROD704,2022-11-21,2022,2022-11,Electronics Cameras Model 312,Electronics,Cameras,BrandH,2753.48,6.89,2563.77,0,7,Mumbai,Maharashtra,18-24,True,UPI,No Return,4.55,False,
b1dd7487-5dea-4677-9b31-bf12451a01e0,CUST1368,PROD1696,2025-08-24,2025,2025-08,Home & Kitchen Kitchen Appliances Model 362,Home & Kitchen,Kitchen Appliances,BrandD,5396.74,2.28,5273.69,0,2,Lucknow,Uttar Pradesh,25-34,True,COD,No Return,4.84,False,
9f350800-4d25-44a8-8ddd-9e9feea5b16e,CUST4283,PROD1486,2019-01-15,2019,2019-01,Fashion Men Clothing Model 197,Fashion,Men Clothing,BrandA,340.2,10.07,355.94,0,6,Chennai,Tamil Nadu,35-44,True,Card,No Return,4.07,False,
88bde267-6a29-4ac8-809e-208cca676916,CUST4002,PROD290,2024-11-07,2024,2024-11,Fashion Footwear Model 287,Fashion,Footwear,BrandB,1763.25,15.76,1485.36,0,4,Nagpur,Maharashtra,25-34,True,COD,No Return,3.97,False,
3c6ac666-76c1-4d9b-80b7-f3e288c43feb,CUST1683,PROD331,2023-12-09,2023,2023-12,Electronics Mobiles Model 964,Electronics,Mobiles,BrandC,1663.96,22.44,1290.57,0,3,Indore,Madhya Pradesh,25-34,False,Card,No Return,3.39,False,
87d62aaf-111c-4408-afba-2cae4b4b24f4,CUST1118,PROD1866,2021-11-09,2021,2021-11,Books Non-Fiction Model 594,Books,Non-Fiction,BrandH,591.71,16.28,495.38,0,4,Bhopal,Madhya Pradesh,25-34,True,NetBanking,No Return,4.14,False,
47eaf95f-31f8-408c-8b13-64fcc2caadde,CUST4143,PROD1622,2020-11-19,2020,2020-11,Home & Kitchen Furniture Model 785,Home & Kitchen,Furniture,BrandF,2617.21,11.02,2328.79,0,0,Thiruvananthapuram,Kerala,18-24,False,UPI,No Return,4.02,False,
d6862497-41a0-4d20-b8f4-f37b21dbcf71,CUST1608,PROD1818,2019-04-26,2019,2019-04,Toys Action Figures Model 111,Toys,Action Figures,BrandC,1177.34,12.71,1102.7,0,3,Surat,Gujarat,45-54,False,UPI,No Return,4.34,False,
17530239-ea82-46ca-8a11-9a9902ff40c5,CUST1206,PROD1138,2018-02-13,2018,2018-02,Electronics Cameras Model 512,Electronics,Cameras,BrandD,1543.05,19.53,1316.69,0,9,Nagpur,Maharashtra,35-44,False,COD,No Return,4.45,False,
4f8a27bf-790e-4de3-af4c-93ebb63cc8e8,CUST4052,PROD1438,2020-07-30,2020,2020-07,Electronics Cameras Model 522,Electronics,Cameras,BrandA,2521.59,6.15,2366.51,0,0,Mumbai,Maharashtra,35-44,False,Wallet,No Return,5.0,False,
f0260e90-55de-4e2c-8534-b2317ea62b0e,CUST1847,PROD1440,2021-04-22,2021,2021-04,Books Academic Model 472,Books,Academic,BrandA,995.87,1.91,1026.85,40,3,Nagpur,Maharashtra,25-34,False,Card,No Return,3.94,False,
0c814718-ed9a-47d8-8ae3-622ed0ea4b20,CUST1467,PROD299,2020-01-28,2020,2020-01,Books Non-Fiction Model 102,Books,Non-Fiction,BrandF,336.49,13.82,289.99,0,1,Lucknow,Uttar Pradesh,25-34,True,UPI,No Return,3.14,False,
5d3be4b0-3a00-456c-a4c1-9d36d5459843,CUST3936,PROD1620,2024-03-20,2024,2024-03,Books Fiction Model 360,Books,Fiction,BrandJ,4790.76,6.37,4585.59,0,1,Kolkata,West Bengal,45-54,True,Card,No Return,4.43,False,
7e1e7ecf-097f-489f-9ca3-9bdcbea92e03,CUST4101,PROD948,2016-03-17,2016,2016-03,Electronics Mobiles Model 890,Electronics,Mobiles,BrandH,371.17,0.72,368.5,0,7,Indore,Madhya Pradesh,55+,True,Card,No Return,3.92,True,New Year
eafca55a-5458-4549-830a-eb927f6239c0,CUST3396,PROD1089,2024-05-28,2024,2024-05,Grocery Beverages Model 808,Grocery,Beverages,BrandJ,2880.28,3.27,2786.09,0,4,Chennai,Tamil Nadu,18-24,False,Card,No Return,5.0,False,
d185bc78-6b17-4655-bb78-1dc2d960e292,CUST3494,PROD1975,2019-09-11,2019,2019-09,Books Non-Fiction Model 380,Books,Non-Fiction,BrandG,691.98,3.62,666.93,60,1,Lucknow,Uttar Pradesh,25-34,True,Card,No Return,4.45,False,
30ab5ccc-f1e4-4dd7-b2a1-7997993d0ed5,CUST4453,PROD1536,2018-05-09,2018,2018-05,Home & Kitchen Home Decor Model 828,Home & Kitchen,Home Decor,BrandI,2333.83,10.94,2078.51,30,2,Pune,Maharashtra,25-34,False,NetBanking,Returned,3.4,False,
b9e2c061-ade7-4176-af46-f9357313610a,CUST3662,PROD2097,2022-12-19,2022,2022-12,Sports Indoor Games Model 827,Sports,Indoor Games,BrandB,1575.94,1.38,1554.19,50,2,Patna,Bihar,25-34,False,NetBanking,No Return,3.83,False,
21ff3fb5-0d4a-4da3-a492-0900d5c47e6c,CUST3186,PROD685,2024-06-08,2024,2024-06,Grocery Personal Care Model 927,Grocery,Personal Care,BrandA,1195.41,25.02,896.32,0,2,Mumbai,Maharashtra,25-34,True,UPI,No Return,4.73,False,
eae7cebd-0fd9-462f-ba47-549420b7b6b6,CUST3799,PROD613,2018-03-19,2018,2018-03,Electronics Mobiles Model 807,Electronics,Mobiles,BrandE,3483.46,0.18,3577.19,0,4,Patna,Bihar,18-24,False,UPI,No Return,3.55,False,
6815a406-cae0-446a-9682-c7dca7133a1d,CUST1918,PROD1620,2024-09-12,2024,2024-09,Beauty Wellness Model 343,Beauty,Wellness,BrandI,4346.46,3.31,4277.59,100,1,Lucknow,Uttar Pradesh,35-44,True,Card,No Return,4.26,False,
9049bba1-01f6-4b3d-b8e2-b113af502d9e,CUST2280,PROD2078,2022-09-07,2022,2022-09,Home & Kitchen Kitchen Appliances Model 861,Home & Kitchen,Kitchen Appliances,BrandE,3064.36,3.53,2956.19,0,3,Nagpur,Maharashtra,35-44,False,NetBanking,No Return,4.87,False,
87cbce4d-5dc5-4665-9cf6-3f4e8c63c25e,CUST4024,PROD1335,2021-02-16,2021,2021-02,Electronics Laptops Model 401,Electronics,Laptops,BrandH,7759.55,2.05,7600.48,0,6,Bengaluru,Karnataka,25-34,True,Card,No Return,3.75,False,
bca8f63f-c6d0-4475-b391-7d211e697373,CUST2082,PROD366,2021-03-29,2021,2021-03,Electronics Audio Model 105,Electronics,Audio,BrandF,3840.99,19.36,3097.37,0,2,Chennai,Tamil Nadu,18-24,False,Card,No Return,3.55,False,
a506681a-a192-49bd-9c6d-a7a8a3e56864,CUST3711,PROD716,2024-06-15,2024,2024-06,Home & Kitchen Home Decor Model 174,Home & Kitchen,Home Decor,BrandF,1327.63,24.04,1008.47,0,5,Hyderabad,Telangana,25-34,False,UPI,No Return,5.0,False,
40eb5cae-d085-4050-851b-6bdc58a58c9e,CUST1906,PROD1909,2018-12-02,2018,2018-12,Electronics Audio Model 439,Electronics,Audio,BrandF,920.81,14.87,783.89,0,1,Thiruvananthapuram,Kerala,25-34,False,COD,Cancelled,4.1,True,Dussehra
9aa9355b-2b87-4799-a218-d5bef8b760af,CUST1984,PROD1952,2019-12-31,2019,2019-12,Beauty Makeup Model 140,Beauty,Makeup,BrandF,3127.12,9.98,2815.03,0,0,Kolkata,West Bengal,25-34,False,UPI,No Return,4.75,False,
502e512c-9764-428f-950b-0b19a5ae620f,CUST3106,PROD1744,2019-03-16,2019,2019-03,Home & Kitchen Bath Model 144,Home & Kitchen,Bath,BrandE,836.12,6.69,780.18,40,4,Pune,Maharashtra,25-34,True,UPI,Returned,4.05,False,
4894e87a-cc28-4afd-8872-6efd6d3f5bfa,CUST1030,PROD1383,2020-12-24,2020,2020-12,Electronics Laptops Model 985,Electronics,Laptops,BrandG,1155.54,3.13,1119.37,30,6,Pune,Maharashtra,25-34,False,Wallet,No Return,4.34,False,
d14a57bc-aaff-4822-84cd-694f8d389f12,CUST1295,PROD1629,2025-07-16,2025,2025-07,Books Fiction Model 570,Books,Fiction,BrandF,829.72,6.41,776.53,0,0,Bengaluru,Karnataka,18-24,False,Card,No Return,2.44,False,
394e2d31-57cd-4985-b94e-48d6cb82a331,CUST2669,PROD894,2017-11-25,2017,2017-11,Home & Kitchen Bath Model 543,Home & Kitchen,Bath,BrandF,1709.78,8.94,1556.93,0,4,Kolkata,West Bengal,25-34,False,Card,No Return,4.4,False,
aea89244-23b5-4984-8b9d-faad4ebfe2dc,CUST4474,PROD248,2022-11-10,2022,2022-11,Fashion Men Clothing Model 396,Fashion,Men Clothing,BrandE,515.93,2.47,503.19,30,0,Lucknow,Uttar Pradesh,35-44,True,Card,No Return,3.65,False,
85a003ba-b9b6-474a-a65d-1ca3fac5ff09,CUST1900,PROD379,2020-12-25,2020,2020-12,Books Academic Model 749,Books,Academic,BrandC,791.25,1.21,781.68,0,7,Mysuru,Karnataka,55+,True,COD,No Return,4.21,True,Eid
f41afcf4-d877-4ccc-b914-cb62dd541775,CUST2614,PROD1200,2021-09-09,2021,2021-09,Home & Kitchen Kitchen Appliances Model 412,Home & Kitchen,Kitchen Appliances,BrandD,6530.2,1.41,6438.12,30,3,Mysuru,Karnataka,25-34,False,COD,No Return,5.0,False,
3925ba7a-3fdb-4e67-a4e5-d7989a8819b5,CUST4419,PROD617,2021-12-01,2021,2021-12,Electronics Laptops Model 787,Electronics,Laptops,BrandJ,1649.28,11.12,1465.88,100,6,Patna,Bihar,25-34,False,UPI,No Return,3.82,False,
b2af43d2-9142-4b66-b80c-c22273ed5ff9,CUST3378,PROD1097,2023-02-20,2023,2023-02,Sports Indoor Games Model 231,Sports,Indoor Games,BrandD,1694.83,1.22,1674.15,0,2,Thiruvananthapuram,Kerala,18-24,True,Card,No Return,2.69,False,
7f9bed46-3526-49b2-aa51-0bf3800356c7,CUST3392,PROD412,2022-10-11,2022,2022-10,Home & Kitchen Home Decor Model 927,Home & Kitchen,Home Decor,BrandF,351.91,5.43,382.8,30,0,Hyderabad,Telangana,18-24,True,UPI,No Return,3.57,False,
ba7ef1ca-da17-458a-aae8-bbb881d2a77f,CUST2472,PROD375,2024-06-03,2024,2024-06,Books Academic Model 998,Books,Academic,BrandH,96.31,10.4,161.29,0,8,Mysuru,Karnataka,35-44,True,UPI,No Return,4.24,False,
3d73edad-0454-484d-89c3-686cbd17ecce,CUST4517,PROD1792,2018-02-23,2018,2018-02,Electronics Laptops Model 369,Electronics,Laptops,BrandB,5740.86,1.23,5670.25,50,2,Mumbai,Maharashtra,45-54,False,COD,No Return,4.45,False,
72717f41-ef12-4b1f-ae05-3d93982a73a2,CUST4712,PROD175,2017-05-21,2017,2017-05,Home & Kitchen Bath Model 769,Home & Kitchen,Bath,BrandC,827.21,5.48,781.88,0,4,Ahmedabad,Gujarat,45-54,False,COD,No Return,5.0,False,
73152f6f-0282-4bc6-b5ea-de84ae118e7b,CUST2625,PROD845,2016-01-06,2016,2016-01,Home & Kitchen Furniture Model 968,Home & Kitchen,Furniture,BrandJ,103.96,1.31,102.6,30,6,Visakhapatnam,Andhra Pradesh,18-24,True,Card,No Return,5.0,False,
fe7262f7-4890-4c76-a05f-2b4e64325ed0,CUST4014,PROD1599,2016-08-21,2016,2016-08,Home & Kitchen Home Decor Model 141,Home & Kitchen,Home Decor,BrandD,1765.01,11.18,1567.68,100,6,Ahmedabad,Gujarat,18-24,False,UPI,No Return,4.38,False,
06b6acd8-baaf-4d3f-b6a5-5fdb2c4e21be,CUST2589,PROD1061,2019-01-19,2019,2019-01,Grocery Staples Model 140,Grocery,Staples,BrandF,2604.92,4.85,2478.58,0,8,Visakhapatnam,Andhra Pradesh,35-44,True,NetBanking,No Return,4.52,False,
da4eafa8-6120-4858-a3f3-1a573a3c1448,CUST3677,PROD875,2019-03-23,2019,2019-03,Fashion Men Clothing Model 629,Fashion,Men Clothing,BrandE,958.4,7.17,889.68,0,2,Ahmedabad,Gujarat,25-34,True,COD,No Return,3.92,False,
70c67b29-f99f-4887-b113-02d19778995a,CUST1027,PROD1127,2021-10-10,2021,2021-10,Grocery Personal Care Model 269,Grocery,Personal Care,BrandD,1642.75,29.31,1161.26,0,0,Jaipur,Rajasthan,25-34,True,Card,No Return,4.43,False,
0123d8ba-d425-41bb-94c4-87ff72f934ff,CUST2698,PROD1761,2017-08-01,2017,2017-08,Fashion Men Clothing Model 593,Fashion,Men Clothing,BrandH,1388.99,18.78,1128.14,0,7,Indore,Madhya Pradesh,18-24,False,UPI,No Return,4.39,False,
a774aef8-6aac-49db-bf60-4e3cb34faa0b,CUST1551,PROD1389,2016-10-21,2016,2016-10,Home & Kitchen Furniture Model 157,Home & Kitchen,Furniture,BrandC,3175.84,1.11,3140.59,0,4,Hyderabad,Telangana,25-34,False,Wallet,No Return,4.49,False,
1958284c-c17f-422b-98da-a1003dc90cad,CUST3710,PROD1782,2023-03-01,2023,2023-03,Fashion Men Clothing Model 321,Fashion,Men Clothing,BrandH,2402.54,1.59,2364.34,40,0,Surat,Gujarat,45-54,True,COD,No Return,4.13,False,
82453e9e-e5a1-48bc-bd96-0779cdeb2301,CUST4143,PROD472,2024-03-14,2024,2024-03,Beauty Haircare Model 271,Beauty,Haircare,BrandF,2155.16,9.24,2031.02,30,4,Thiruvananthapuram,Kerala,35-44,True,Card,No Return,3.66,False,
f4cae75e-c1fb-4ce7-ba3e-64224dc19b21,CUST4724,PROD1132,2024-08-21,2024,2024-08,Books Non-Fiction Model 720,Books,Non-Fiction,BrandB,1224.91,1.84,1202.37,0,5,Thiruvananthapuram,Kerala,35-44,False,Card,No Return,3.9,False,
6551e8c5-360e-48a3-b29c-fe6352aec927,CUST1533,PROD1947,2022-05-24,2022,2022-05,Beauty Skincare Model 893,Beauty,Skincare,BrandG,3970.4,12.34,3480.45,0,10,Mysuru,Karnataka,45-54,False,Card,Returned,4.26,False,
d2b3ad70-617e-4c95-8e1b-9b453130486a,CUST2561,PROD817,2023-08-15,2023,2023-08,Beauty Skincare Model 535,Beauty,Skincare,BrandC,2640.3,1.81,2592.51,0,2,Ahmedabad,Gujarat,45-54,True,Card,No Return,3.83,False,
5e2487bc-0e32-4f38-90c0-21e56888f8fa,CUST3904,PROD1622,2015-01-23,2015,2015-01,Toys Action Figures Model 632,Toys,Action Figures,BrandA,2287.3,13.26,1984.0,0,7,Pune,Maharashtra,35-44,False,Card,No Return,3.76,False,
a2f775e0-e799-4dba-8ddb-ec5e638d133d,CUST2070,PROD1850,2017-11-04,2017,2017-11,Home & Kitchen Home Decor Model 726,Home & Kitchen,Home Decor,BrandE,3283.62,19.14,2705.14,50,3,Vadodara,Gujarat,35-44,False,COD,No Return,4.38,False,
a6e813ae-ddb8-4150-8230-601d2213c702,CUST2981,PROD619,2021-03-22,2021,2021-03,Sports Indoor Games Model 892,Sports,Indoor Games,BrandG,1121.37,4.36,1072.48,100,4,Kolkata,West Bengal,35-44,False,NetBanking,No Return,5.0,False,
f90db1e8-910a-47c6-a324-bc0934e654b3,CUST4219,PROD793,2019-06-29,2019,2019-06,Toys Action Figures Model 264,Toys,Action Figures,BrandG,1378.11,0.35,1473.29,50,2,Mumbai,Maharashtra,35-44,False,Card,No Return,4.46,False,
d1256618-5c6f-4720-bd6a-ae30d7f21042,CUST1908,PROD859,2017-12-13,2017,2017-12,Electronics Mobiles Model 841,Electronics,Mobiles,BrandG,2420.75,19.92,1938.54,40,13,Vadodara,Gujarat,35-44,False,NetBanking,No Return,3.33,False,
94aff44b-556d-4b4d-9917-1b8bad4fd940,CUST1717,PROD1411,2024-03-13,2024,2024-03,Home & Kitchen Kitchen Appliances Model 306,Home & Kitchen,Kitchen Appliances,BrandI,3065.99,25.1,2296.43,0,9,Delhi,Delhi,35-44,True,NetBanking,No Return,4.58,False,
2331ccd4-e1dc-4281-8da7-4306f473a12c,CUST1979,PROD1441,2019-01-13,2019,2019-01,Electronics Laptops Model 188,Electronics,Laptops,BrandE,3146.77,5.86,2962.37,60,3,Mysuru,Karnataka,35-44,False,UPI,No Return,5.0,False,
35760bd5-3b56-42fb-9b99-dadbe040528d,CUST1369,PROD1225,2025-04-22,2025,2025-04,Fashion Footwear Model 455,Fashion,Footwear,BrandE,1038.99,2.96,1008.24,0,1,Pune,Maharashtra,25-34,True,UPI,No Return,4.82,False,
211fe20f-3ba6-49da-a831-17bcccae03ba,CUST1296,PROD1130,2021-04-07,2021,2021-04,Fashion Men Clothing Model 922,Fashion,Men Clothing,BrandI,3480.81,0.31,3545.02,40,2,Patna,Bihar,35-44,False,NetBanking,Returned,3.68,False,
71e5cbe2-3d73-4708-a737-1bbfbeaae6d6,CUST1996,PROD1651,2023-08-20,2023,2023-08,Fashion Accessories Model 797,Fashion,Accessories,BrandH,3168.92,2.37,3193.82,50,2,Mumbai,Maharashtra,25-34,True,Card,No Return,3.83,False,
021c4073-e7c2-45d9-b2b3-95b5752bc2f8,CUST1941,PROD1738,2022-11-12,2022,2022-11,Fashion Footwear Model 628,Fashion,Footwear,BrandI,2092.5,13.39,1887.31,0,2,Jaipur,Rajasthan,25-34,True,NetBanking,No Return,4.5,True,Prime Day
46625c8d-6156-4707-ba51-9e3e46b538e6,CUST2285,PROD824,2020-05-05,2020,2020-05,Electronics Audio Model 287,Electronics,Audio,BrandD,4713.79,14.53,4103.88,0,6,Pune,Maharashtra,25-34,True,UPI,No Return,3.66,False,
c3adad58-0dec-4abe-84ed-cdf4e580f083,CUST3533,PROD829,2024-05-18,2024,2024-05,Electronics Mobiles Model 222,Electronics,Mobiles,BrandB,3432.03,0.81,3404.23,50,1,Surat,Gujarat,35-44,False,Card,No Return,3.98,False,
325b7d3a-e70e-4319-9b28-9550864cf942,CUST2291,PROD1108,2021-12-17,2021,2021-12,Grocery Snacks Model 602,Grocery,Snacks,BrandC,2106.07,6.94,2009.91,60,4,Visakhapatnam,Andhra Pradesh,25-34,True,Card,No Return,4.51,False,
11cc3b40-7c70-4fd5-9b5c-257d614e3cc7,CUST4848,PROD1207,2020-05-13,2020,2020-05,Electronics Audio Model 503,Electronics,Audio,BrandC,1335.52,2.37,1378.87,0,0,Kolkata,West Bengal,35-44,False,NetBanking,No Return,3.67,False,
d5345fba-b10b-44a0-b594-19f6e0738cf7,CUST1412,PROD766,2021-07-07,2021,2021-07,Fashion Footwear Model 291,Fashion,Footwear,BrandI,140.57,8.75,203.27,0,1,Jaipur,Rajasthan,25-34,False,Card,No Return,3.17,False,
56402842-e760-4be9-9530-3d4420260026,CUST4080,PROD862,2022-11-10,2022,2022-11,Fashion Accessories Model 386,Fashion,Accessories,BrandH,1232.33,2.42,1202.51,0,1,Chennai,Tamil Nadu,55+,False,COD,No Return,4.61,False,
fee9da2c-05e2-4bcf-ba09-56b0bf3acb8b,CUST2770,PROD1853,2021-03-24,2021,2021-03,Fashion Women Clothing Model 919,Fashion,Women Clothing,BrandC,2462.39,17.23,2038.12,0,5,Mumbai,Maharashtra,18-24,False,Wallet,No Return,4.5,False,
58c65a02-fba6-4452-a5db-979aaa6d7de8,CUST2293,PROD1708,2023-01-30,2023,2023-01,Home & Kitchen Home Decor Model 675,Home & Kitchen,Home Decor,BrandJ,5824.43,2.67,5668.92,0,5,Kolkata,West Bengal,35-44,True,COD,No Return,2.98,False,
388ee80f-f8bb-4783-91a8-7c1918d7c11d,CUST4049,PROD785,2020-01-17,2020,2020-01,Fashion Footwear Model 673,Fashion,Footwear,BrandI,307.18,21.37,316.54,50,8,Jaipur,Rajasthan,25-34,False,Card,No Return,3.74,False,
5e3c603d-b069-4525-867c-12d595ba173c,CUST3358,PROD1430,2021-06-20,2021,2021-06,Beauty Makeup Model 899,Beauty,Makeup,BrandE,1602.52,2.1,1618.87,0,6,Visakhapatnam,Andhra Pradesh,25-34,False,COD,No Return,5.0,False,
fe12a35e-5d98-4e9a-b908-fe4b336ab1d1,CUST4918,PROD396,2022-01-31,2022,2022-01,Grocery Snacks Model 531,Grocery,Snacks,BrandJ,1547.01,4.16,1582.65,0,6,Bengaluru,Karnataka,18-24,True,UPI,No Return,4.08,False,
8dc80a7f-3555-44f3-a328-f94e73d6570f,CUST3640,PROD909,2021-10-15,2021,2021-10,Fashion Accessories Model 899,Fashion,Accessories,BrandF,1515.63,20.14,1210.38,40,3,Visakhapatnam,Andhra Pradesh,55+,True,UPI,No Return,4.86,False,
d46e8628-6dbd-4f0e-9021-2acc1fff5f45,CUST2030,PROD2026,2022-06-04,2022,2022-06,Books Fiction Model 315,Books,Fiction,BrandC,911.22,0.94,902.65,0,6,Kolkata,West Bengal,18-24,False,Card,No Return,2.49,False,
0fa839de-d9bb-40b9-866b-f2cb4b36b820,CUST1340,PROD312,2023-07-31,2023,2023-07,Fashion Women Clothing Model 186,Fashion,Women Clothing,BrandG,999.59,12.17,877.94,0,5,Ahmedabad,Gujarat,35-44,True,UPI,No Return,3.63,False,
